seq_id,sequence_length_aa,cluster_id,cluster_size,sequence_weight,framework_identity_to_nb252,framework_coverage_to_nb252,is_nb252_neighbor
601,127,535,1,1.0,0.83516484,1.0,True
604,122,536,1,1.0,0.8021978,0.97802198,True
605,122,537,1,1.0,0.78021978,1.0,False
606,127,538,2,0.5,0.73626374,0.98901099,False
607,120,539,1,1.0,0.74725275,0.98901099,False
608,125,540,1,1.0,0.78021978,1.0,False
609,123,541,1,1.0,0.78021978,1.0,False
610,118,542,1,1.0,0.68131868,0.97802198,False
612,131,543,1,1.0,0.76923077,1.0,False
613,134,544,1,1.0,0.72043011,1.0,False
614,126,545,1,1.0,0.81318681,1.0,True
615,127,546,1,1.0,0.75824176,1.0,False
616,118,547,1,1.0,0.79120879,1.0,False
617,118,548,1,1.0,0.79120879,1.0,False
618,115,549,1,1.0,0.79120879,1.0,False
619,123,550,1,1.0,0.81318681,1.0,True
620,124,551,1,1.0,0.84615385,1.0,True
621,125,552,1,1.0,0.8021978,1.0,True
622,121,553,1,1.0,0.7032967,1.0,False
623,124,554,1,1.0,0.87912088,1.0,True
624,130,555,1,1.0,0.76923077,1.0,False
625,128,556,1,1.0,0.73626374,1.0,False
626,119,557,1,1.0,0.74725275,1.0,False
627,127,558,1,1.0,0.75824176,1.0,False
628,128,559,1,1.0,0.75824176,1.0,False
629,129,560,1,1.0,0.79120879,1.0,False
630,128,561,1,1.0,0.83516484,1.0,True
631,124,562,1,1.0,0.84615385,1.0,True
632,124,563,1,1.0,0.84615385,1.0,True
633,125,564,1,1.0,0.79120879,1.0,False
634,125,565,1,1.0,0.83516484,0.98901099,True
636,130,566,1,1.0,0.79120879,1.0,False
637,133,567,1,1.0,0.74725275,1.0,False
640,118,568,1,1.0,0.78021978,1.0,False
641,122,569,1,1.0,0.76923077,0.98901099,False
642,123,570,2,0.5,0.86813187,0.98901099,True
643,128,571,1,1.0,0.74725275,1.0,False
644,128,572,1,1.0,0.74725275,1.0,False
645,126,573,1,1.0,0.82417582,0.98901099,True
646,125,574,1,1.0,0.81318681,1.0,True
647,124,575,1,1.0,0.75824176,0.98901099,False
648,126,576,1,1.0,0.86813187,1.0,True
649,129,577,1,1.0,0.8021978,1.0,True
650,119,578,1,1.0,0.76923077,0.95604396,False
651,118,579,5,0.2,0.8021978,1.0,True
652,127,580,1,1.0,0.75824176,1.0,False
653,122,581,1,1.0,0.78021978,1.0,False
654,128,582,1,1.0,0.81318681,1.0,True
655,129,583,1,1.0,0.73958333,1.0,False
656,121,584,1,1.0,0.75824176,1.0,False
657,117,585,1,1.0,0.65934066,0.97802198,False
658,126,586,1,1.0,0.83516484,1.0,True
659,124,587,1,1.0,0.81318681,0.98901099,True
661,123,588,1,1.0,0.78021978,1.0,False
662,118,589,1,1.0,0.78021978,1.0,False
663,120,590,1,1.0,0.82417582,0.98901099,True
664,122,113,4,0.25,0.72527473,1.0,False
665,126,591,1,1.0,0.73626374,1.0,False
666,130,592,2,0.5,0.8021978,1.0,True
667,134,593,1,1.0,0.8021978,1.0,True
668,141,594,1,1.0,0.79120879,1.0,False
669,127,595,1,1.0,0.73626374,0.98901099,False
670,122,596,1,1.0,0.74725275,0.97802198,False
671,122,597,1,1.0,0.78021978,0.98901099,False
672,127,598,1,1.0,0.75824176,1.0,False
673,116,23,84,0.0119047619,0.74725275,0.98901099,False
674,126,599,1,1.0,0.8021978,0.98901099,True
675,128,600,1,1.0,0.76923077,1.0,False
676,127,601,4,0.25,0.72527473,0.98901099,False
677,126,602,1,1.0,0.72527473,0.98901099,False
678,125,603,1,1.0,0.75824176,0.98901099,False
679,118,604,1,1.0,0.78021978,1.0,False
681,123,605,1,1.0,0.78021978,1.0,False
682,122,606,1,1.0,0.86813187,0.98901099,True
683,123,607,1,1.0,0.84615385,1.0,True
684,129,608,1,1.0,0.7032967,1.0,False
685,122,609,1,1.0,0.72527473,0.98901099,False
686,113,610,1,1.0,0.72527473,0.98901099,False
687,116,23,84,0.0119047619,0.7032967,0.98901099,False
688,121,611,1,1.0,0.68131868,0.87912088,False
689,124,612,1,1.0,0.74725275,0.98901099,False
690,123,613,1,1.0,0.75824176,1.0,False
692,116,614,1,1.0,0.79120879,0.97802198,False
693,123,615,1,1.0,0.78021978,0.97802198,False
694,121,616,1,1.0,0.85714286,1.0,True
695,127,617,1,1.0,0.72527473,0.97802198,False
696,129,618,1,1.0,0.78021978,1.0,False
697,124,619,1,1.0,0.78021978,0.98901099,False
698,116,23,84,0.0119047619,0.7032967,0.98901099,False
699,124,620,1,1.0,0.71276596,0.98901099,False
700,125,621,1,1.0,0.76923077,1.0,False
701,126,622,1,1.0,0.81318681,0.98901099,True
702,123,623,1,1.0,0.78021978,0.98901099,False
703,129,624,1,1.0,0.83516484,1.0,True
704,123,625,1,1.0,0.78021978,0.98901099,False
707,119,626,16,0.0625,0.67032967,0.86813187,False
708,119,627,1,1.0,0.79120879,1.0,False
709,131,628,1,1.0,0.71875,0.98901099,False
711,123,629,1,1.0,0.69230769,0.98901099,False
712,131,630,1,1.0,0.74725275,1.0,False
713,126,631,1,1.0,0.78021978,1.0,False
714,122,632,1,1.0,0.85714286,0.97802198,True
715,134,633,1,1.0,0.7032967,1.0,False
716,125,634,1,1.0,0.8021978,1.0,True
718,127,635,1,1.0,0.78021978,0.97802198,False
719,123,636,1,1.0,0.79787234,1.0,False
720,130,637,1,1.0,0.70212766,1.0,False
723,116,23,84,0.0119047619,0.74725275,0.98901099,False
724,124,638,1,1.0,0.79120879,0.98901099,False
725,126,639,1,1.0,0.78021978,1.0,False
726,121,640,1,1.0,0.74725275,1.0,False
727,127,641,1,1.0,0.79120879,1.0,False
728,123,642,1,1.0,0.85714286,1.0,True
729,122,643,1,1.0,0.72527473,0.97802198,False
730,127,644,1,1.0,0.81318681,0.98901099,True
731,117,23,84,0.0119047619,0.72527473,1.0,False
732,122,645,1,1.0,0.78021978,0.98901099,False
733,126,646,1,1.0,0.74725275,1.0,False
734,122,647,1,1.0,0.73626374,0.97802198,False
735,118,648,1,1.0,0.69565217,1.0,False
736,129,649,1,1.0,0.8021978,0.98901099,True
737,125,650,1,1.0,0.78021978,1.0,False
738,119,651,1,1.0,0.79120879,0.97802198,False
739,125,652,1,1.0,0.79120879,0.98901099,False
740,120,653,1,1.0,0.81318681,0.98901099,True
741,125,654,1,1.0,0.76923077,1.0,False
742,124,655,1,1.0,0.83516484,1.0,True
743,126,656,1,1.0,0.78021978,1.0,False
744,123,657,1,1.0,0.81318681,0.98901099,True
745,123,658,1,1.0,0.73626374,1.0,False
746,122,659,1,1.0,0.79120879,1.0,False
747,122,660,1,1.0,0.69230769,0.98901099,False
748,120,661,1,1.0,0.71428571,0.97802198,False
749,127,662,1,1.0,0.83516484,1.0,True
750,123,663,1,1.0,0.72527473,0.98901099,False
751,118,664,1,1.0,0.85714286,1.0,True
752,131,665,1,1.0,0.87912088,0.98901099,True
753,128,666,1,1.0,0.76923077,1.0,False
754,132,667,1,1.0,0.78021978,1.0,False
755,128,668,1,1.0,0.76923077,1.0,False
756,130,669,1,1.0,0.81318681,1.0,True
757,125,670,1,1.0,0.83516484,1.0,True
758,128,671,1,1.0,0.75824176,1.0,False
759,119,672,1,1.0,0.79120879,1.0,False
760,125,673,5,0.2,0.70652174,1.0,False
762,117,674,1,1.0,0.71428571,0.87912088,False
763,132,675,1,1.0,0.70526316,1.0,False
764,128,676,1,1.0,0.84615385,1.0,True
765,126,677,1,1.0,0.71428571,1.0,False
766,125,678,1,1.0,0.85714286,1.0,True
767,119,679,1,1.0,0.81318681,0.97802198,True
769,127,680,1,1.0,0.82417582,1.0,True
770,124,681,1,1.0,0.71428571,1.0,False
771,122,682,1,1.0,0.75824176,0.97802198,False
772,128,683,1,1.0,0.8021978,1.0,True
773,126,684,1,1.0,0.83516484,1.0,True
774,125,685,1,1.0,0.76923077,1.0,False
775,113,686,1,1.0,0.68131868,0.87912088,False
776,127,687,1,1.0,0.75824176,1.0,False
777,116,23,84,0.0119047619,0.74725275,0.98901099,False
778,124,688,1,1.0,0.78021978,1.0,False
779,126,689,1,1.0,0.81318681,0.98901099,True
780,130,690,1,1.0,0.76344086,0.98901099,False
782,120,691,1,1.0,0.79120879,1.0,False
783,115,28,2,0.5,0.75824176,0.85714286,False
784,126,692,1,1.0,0.81318681,0.98901099,True
785,127,693,1,1.0,0.76923077,0.98901099,False
786,127,694,1,1.0,0.79120879,1.0,False
787,130,695,3,0.3333333333,0.85714286,1.0,True
788,124,696,1,1.0,0.78021978,0.98901099,False
789,127,697,1,1.0,0.74725275,1.0,False
790,127,698,1,1.0,0.75824176,1.0,False
791,128,699,1,1.0,0.8021978,1.0,True
792,123,700,1,1.0,0.8021978,1.0,True
793,122,701,1,1.0,0.85714286,0.96703297,True
794,119,702,1,1.0,0.63736264,0.94505495,False
795,133,703,1,1.0,0.84615385,1.0,True
796,114,704,1,1.0,0.8021978,0.97802198,True
797,116,23,84,0.0119047619,0.73626374,0.98901099,False
798,125,705,1,1.0,0.72527473,1.0,False
799,129,706,1,1.0,0.79120879,0.98901099,False
800,122,707,1,1.0,0.78021978,0.98901099,False
801,120,708,1,1.0,0.81318681,1.0,True
802,126,709,1,1.0,0.78021978,0.98901099,False
803,126,710,1,1.0,0.74725275,1.0,False
804,127,711,1,1.0,0.8021978,1.0,True
806,125,712,1,1.0,0.79120879,0.98901099,False
808,126,713,1,1.0,0.69230769,0.98901099,False
809,123,714,1,1.0,0.78021978,0.98901099,False
810,125,715,1,1.0,0.68085106,0.98901099,False
811,127,716,1,1.0,0.8021978,1.0,True
812,123,717,1,1.0,0.83516484,1.0,True
813,121,718,1,1.0,0.82417582,1.0,True
814,117,719,1,1.0,0.78021978,1.0,False
815,124,720,1,1.0,0.81318681,1.0,True
816,121,721,1,1.0,0.76923077,1.0,False
817,125,722,1,1.0,0.8021978,0.98901099,True
818,120,723,2,0.5,0.7032967,0.97802198,False
819,128,724,1,1.0,0.73626374,1.0,False
820,122,725,1,1.0,0.76923077,1.0,False
822,122,726,1,1.0,0.82417582,1.0,True
823,118,579,5,0.2,0.81318681,1.0,True
824,128,727,1,1.0,0.78021978,0.97802198,False
826,119,728,1,1.0,0.86813187,0.97802198,True
827,123,729,1,1.0,0.79120879,0.98901099,False
828,125,730,1,1.0,0.8021978,1.0,True
829,120,731,1,1.0,0.78021978,0.97802198,False
831,123,732,1,1.0,0.81318681,1.0,True
832,127,733,1,1.0,0.7032967,1.0,False
833,127,734,1,1.0,0.8021978,1.0,True
834,124,735,1,1.0,0.73626374,0.98901099,False
835,126,736,1,1.0,0.8021978,1.0,True
836,118,737,1,1.0,0.79120879,1.0,False
837,120,738,1,1.0,0.79120879,1.0,False
838,127,739,1,1.0,0.82417582,1.0,True
839,128,601,4,0.25,0.72527473,1.0,False
840,121,740,1,1.0,0.79120879,0.98901099,False
841,126,741,1,1.0,0.85714286,1.0,True
842,122,742,1,1.0,0.76923077,0.97802198,False
843,123,743,1,1.0,0.8021978,1.0,True
844,126,744,1,1.0,0.7032967,0.98901099,False
845,123,218,6,0.1666666667,0.81318681,1.0,True
847,131,745,1,1.0,0.8021978,1.0,True
848,128,746,1,1.0,0.81318681,0.98901099,True
849,123,747,1,1.0,0.84615385,1.0,True
850,129,748,1,1.0,0.8021978,0.98901099,True
851,125,749,1,1.0,0.79120879,0.97802198,False
852,122,750,1,1.0,0.81318681,1.0,True
853,120,751,1,1.0,0.76923077,1.0,False
854,118,752,1,1.0,0.82417582,1.0,True
855,116,23,84,0.0119047619,0.72527473,0.98901099,False
856,117,753,1,1.0,0.79120879,1.0,False
857,118,754,1,1.0,0.8021978,1.0,True
858,121,755,1,1.0,0.76595745,1.0,False
859,128,756,1,1.0,0.84615385,0.98901099,True
860,129,757,1,1.0,0.74725275,1.0,False
861,126,758,1,1.0,0.78021978,1.0,False
862,122,759,1,1.0,0.84615385,0.97802198,True
863,125,760,1,1.0,0.79120879,0.98901099,False
864,126,761,1,1.0,0.82417582,1.0,True
865,127,762,1,1.0,0.85714286,1.0,True
866,120,763,1,1.0,0.82417582,1.0,True
867,125,764,1,1.0,0.80434783,1.0,True
868,127,765,1,1.0,0.73626374,0.97802198,False
869,125,766,1,1.0,0.76923077,1.0,False
870,127,767,1,1.0,0.75824176,0.98901099,False
871,118,626,16,0.0625,0.64835165,0.85714286,False
872,121,768,1,1.0,0.82417582,0.98901099,True
873,133,769,1,1.0,0.72527473,1.0,False
874,127,770,1,1.0,0.74725275,0.98901099,False
875,125,771,1,1.0,0.81318681,1.0,True
876,116,772,1,1.0,0.78021978,0.87912088,False
878,124,673,5,0.2,0.79120879,1.0,False
879,123,773,1,1.0,0.76923077,0.97802198,False
880,120,774,1,1.0,0.59340659,0.87912088,False
881,121,775,1,1.0,0.8021978,1.0,True
882,122,776,1,1.0,0.76923077,0.98901099,False
883,130,777,1,1.0,0.81318681,1.0,True
884,129,778,1,1.0,0.76923077,0.97802198,False
886,128,779,1,1.0,0.68131868,1.0,False
887,128,780,1,1.0,0.8021978,1.0,True
888,126,781,1,1.0,0.78021978,1.0,False
889,130,695,3,0.3333333333,0.82417582,1.0,True
891,123,782,1,1.0,0.79120879,0.98901099,False
892,129,783,1,1.0,0.75824176,1.0,False
893,119,784,1,1.0,0.79120879,1.0,False
894,126,785,1,1.0,0.74725275,0.98901099,False
895,121,786,1,1.0,0.84615385,1.0,True
896,121,787,1,1.0,0.78021978,1.0,False
897,125,788,1,1.0,0.86813187,0.98901099,True
898,116,789,1,1.0,0.71428571,0.98901099,False
899,121,790,1,1.0,0.78021978,1.0,False
900,128,791,1,1.0,0.84615385,0.98901099,True
901,119,478,6,0.1666666667,0.73626374,0.97802198,False
902,117,792,1,1.0,0.76923077,1.0,False
903,123,793,1,1.0,0.8021978,0.97802198,True
904,127,794,1,1.0,0.76923077,1.0,False
905,129,795,1,1.0,0.8021978,0.98901099,True
906,126,796,1,1.0,0.85714286,0.98901099,True
907,125,797,1,1.0,0.83516484,0.98901099,True
908,124,798,1,1.0,0.79120879,0.97802198,False
909,130,799,1,1.0,0.83516484,1.0,True
910,117,800,1,1.0,0.75824176,0.97802198,False
911,129,801,1,1.0,0.75824176,1.0,False
912,124,802,1,1.0,0.76923077,0.98901099,False
913,116,803,1,1.0,0.65934066,1.0,False
914,132,804,1,1.0,0.8021978,1.0,True
915,129,805,1,1.0,0.78021978,1.0,False
916,128,806,1,1.0,0.79120879,0.98901099,False
918,116,23,84,0.0119047619,0.72527473,0.98901099,False
920,131,807,1,1.0,0.76923077,0.98901099,False
921,111,808,1,1.0,0.72527473,0.87912088,False
922,123,809,1,1.0,0.8021978,1.0,True
923,120,810,1,1.0,0.68131868,0.87912088,False
924,129,811,1,1.0,0.75824176,1.0,False
925,129,812,1,1.0,0.84615385,1.0,True
926,116,813,1,1.0,0.76923077,1.0,False
927,129,814,1,1.0,0.8021978,0.98901099,True
928,121,815,1,1.0,0.76923077,1.0,False
929,123,816,1,1.0,0.76923077,1.0,False
930,122,817,1,1.0,0.79120879,1.0,False
931,122,818,1,1.0,0.76923077,0.97802198,False
932,126,819,1,1.0,0.69230769,1.0,False
933,130,820,1,1.0,0.81318681,1.0,True
934,127,821,1,1.0,0.78021978,1.0,False
935,130,822,1,1.0,0.78021978,1.0,False
936,112,823,1,1.0,0.75824176,0.93406593,False
937,140,824,1,1.0,0.79120879,1.0,False
938,113,825,1,1.0,0.85714286,1.0,True
939,127,826,1,1.0,0.79120879,1.0,False
940,128,827,1,1.0,0.79120879,0.98901099,False
941,114,828,1,1.0,0.81318681,0.98901099,True
942,128,829,1,1.0,0.81318681,1.0,True
943,123,830,1,1.0,0.72527473,0.98901099,False
944,117,831,1,1.0,0.83516484,0.98901099,True
945,129,832,1,1.0,0.8021978,1.0,True
946,126,833,1,1.0,0.82417582,1.0,True
947,125,834,1,1.0,0.81318681,1.0,True
948,117,835,1,1.0,0.78021978,1.0,False
949,123,836,1,1.0,0.81318681,0.98901099,True
950,117,837,1,1.0,0.8021978,0.96703297,True
951,133,838,1,1.0,0.74725275,0.98901099,False
952,121,839,1,1.0,0.82417582,1.0,True
953,122,840,1,1.0,0.84615385,0.98901099,True
954,129,841,1,1.0,0.78021978,1.0,False
955,123,842,2,0.5,0.72527473,1.0,False
956,126,843,1,1.0,0.79120879,1.0,False
957,120,844,1,1.0,0.81318681,1.0,True
958,128,845,1,1.0,0.78021978,1.0,False
959,122,846,1,1.0,0.83516484,1.0,True
960,115,847,3,0.3333333333,0.67032967,0.98901099,False
961,126,848,1,1.0,0.86813187,1.0,True
963,117,849,1,1.0,0.81318681,0.98901099,True
964,123,850,1,1.0,0.84615385,1.0,True
965,118,851,1,1.0,0.83516484,1.0,True
966,122,852,1,1.0,0.83516484,1.0,True
967,136,853,1,1.0,0.7032967,1.0,False
968,128,854,1,1.0,0.76923077,1.0,False
969,123,855,1,1.0,0.72527473,1.0,False
970,116,23,84,0.0119047619,0.73626374,0.98901099,False
971,120,856,1,1.0,0.8172043,0.98901099,True
972,121,857,1,1.0,0.71428571,0.98901099,False
973,116,858,3,0.3333333333,0.67032967,0.98901099,False
974,126,859,1,1.0,0.79120879,0.98901099,False
975,122,860,1,1.0,0.87912088,1.0,True
976,122,861,1,1.0,0.82417582,0.98901099,True
977,129,862,1,1.0,0.84615385,1.0,True
978,123,863,1,1.0,0.8021978,1.0,True
980,120,864,1,1.0,0.82417582,0.98901099,True
981,129,865,1,1.0,0.73626374,1.0,False
982,126,866,1,1.0,0.74725275,1.0,False
983,120,867,1,1.0,0.71428571,0.98901099,False
984,129,868,1,1.0,0.83516484,0.98901099,True
985,124,869,1,1.0,0.76923077,1.0,False
986,134,870,1,1.0,0.76923077,1.0,False
987,121,315,2,0.5,0.82417582,1.0,True
988,127,393,6,0.1666666667,0.75824176,1.0,False
989,126,871,1,1.0,0.8021978,1.0,True
990,121,872,1,1.0,0.81318681,0.98901099,True
991,127,873,1,1.0,0.79120879,0.97802198,False
992,126,874,1,1.0,0.83516484,1.0,True
993,126,875,1,1.0,0.79120879,0.98901099,False
994,126,876,1,1.0,0.83516484,0.98901099,True
995,125,877,1,1.0,0.78723404,1.0,False
997,134,878,1,1.0,0.83516484,0.97802198,True
998,124,879,1,1.0,0.78021978,1.0,False
999,121,880,1,1.0,0.79120879,1.0,False
1000,109,881,1,1.0,0.64835165,0.94505495,False
1001,122,882,1,1.0,0.83516484,1.0,True
1002,127,883,1,1.0,0.8021978,0.98901099,True
1003,129,884,1,1.0,0.83516484,0.98901099,True
1004,126,885,1,1.0,0.84615385,1.0,True
1005,124,886,1,1.0,0.71428571,0.98901099,False
1007,124,887,1,1.0,0.85714286,1.0,True
1008,117,888,1,1.0,0.68131868,1.0,False
1009,123,889,1,1.0,0.8021978,1.0,True
1010,124,890,1,1.0,0.72527473,0.97802198,False
1012,122,891,1,1.0,0.78021978,0.97802198,False
1014,126,892,1,1.0,0.8021978,1.0,True
1015,122,893,1,1.0,0.71428571,1.0,False
1016,125,894,1,1.0,0.64210526,0.97802198,False
1018,120,895,1,1.0,0.74725275,0.98901099,False
1019,125,896,1,1.0,0.84615385,1.0,True
1020,121,287,2,0.5,0.72527473,0.98901099,False
1021,116,897,1,1.0,0.79120879,0.97802198,False
1022,125,898,1,1.0,0.78021978,1.0,False
1023,124,899,1,1.0,0.75824176,0.98901099,False
1024,123,126,10,0.1,0.79120879,1.0,False
1025,123,900,1,1.0,0.83516484,1.0,True
1026,129,901,1,1.0,0.75824176,1.0,False
1027,133,902,1,1.0,0.81318681,1.0,True
1028,125,903,1,1.0,0.84615385,1.0,True
1029,126,904,1,1.0,0.78021978,0.98901099,False
1030,125,905,1,1.0,0.77419355,1.0,False
1031,130,906,1,1.0,0.73626374,0.98901099,False
1032,117,907,1,1.0,0.86813187,1.0,True
1033,125,908,1,1.0,0.69230769,1.0,False
1034,126,909,1,1.0,0.71428571,0.98901099,False
1035,120,910,1,1.0,0.83516484,1.0,True
1036,113,911,1,1.0,0.79120879,0.98901099,False
1037,127,912,1,1.0,0.74725275,1.0,False
1039,129,913,1,1.0,0.73626374,1.0,False
1040,131,914,1,1.0,0.69148936,1.0,False
1042,120,626,16,0.0625,0.67032967,0.87912088,False
1043,125,915,1,1.0,0.81318681,1.0,True
1044,126,916,1,1.0,0.76923077,1.0,False
1045,126,917,1,1.0,0.84615385,1.0,True
1046,126,918,1,1.0,0.82417582,1.0,True
1047,123,919,3,0.3333333333,0.84615385,0.98901099,True
1048,124,920,1,1.0,0.8021978,1.0,True
1049,125,921,1,1.0,0.83516484,1.0,True
1050,121,922,1,1.0,0.75824176,0.93406593,False
1052,130,923,1,1.0,0.82417582,1.0,True
1053,125,924,1,1.0,0.73626374,1.0,False
1054,123,925,1,1.0,0.84615385,1.0,True
1055,123,926,1,1.0,0.81318681,1.0,True
1056,119,927,1,1.0,0.79120879,1.0,False
1057,115,928,1,1.0,0.73626374,0.87912088,False
1058,130,85,5,0.2,0.82417582,1.0,True
1059,122,929,1,1.0,0.83516484,1.0,True
1061,128,930,1,1.0,0.76923077,1.0,False
1062,123,931,1,1.0,0.74725275,1.0,False
1063,122,932,2,0.5,0.78021978,1.0,False
1064,129,933,1,1.0,0.81318681,0.98901099,True
1065,118,934,1,1.0,0.79120879,1.0,False
1066,126,935,1,1.0,0.76923077,1.0,False
1067,124,936,1,1.0,0.72527473,1.0,False
1068,122,937,1,1.0,0.8021978,0.97802198,True
1069,127,938,1,1.0,0.76923077,1.0,False
1070,125,939,1,1.0,0.8021978,1.0,True
1073,122,940,1,1.0,0.78021978,1.0,False
1074,121,941,1,1.0,0.75824176,1.0,False
1075,131,942,3,0.3333333333,0.8021978,1.0,True
1076,120,943,1,1.0,0.85714286,0.97802198,True
1077,129,944,1,1.0,0.79569892,1.0,False
1079,125,945,1,1.0,0.82417582,1.0,True
1080,118,946,1,1.0,0.81318681,0.97802198,True
1081,118,947,1,1.0,0.71428571,1.0,False
1082,132,948,1,1.0,0.75824176,1.0,False
1083,126,949,1,1.0,0.74725275,0.98901099,False
1084,130,950,1,1.0,0.78021978,1.0,False
1085,116,23,84,0.0119047619,0.72527473,0.98901099,False
1086,128,951,1,1.0,0.75824176,0.97802198,False
1087,132,952,1,1.0,0.75824176,1.0,False
1088,130,953,1,1.0,0.8021978,1.0,True
1089,128,954,1,1.0,0.86813187,0.98901099,True
1090,118,112,14,0.0714285714,0.73626374,1.0,False
1091,127,955,1,1.0,0.77419355,1.0,False
1092,123,126,10,0.1,0.8021978,1.0,True
1093,127,956,1,1.0,0.83516484,0.98901099,True
1094,128,957,1,1.0,0.8021978,1.0,True
1095,116,958,1,1.0,0.78021978,1.0,False
1096,109,959,1,1.0,0.82417582,0.98901099,True
1097,122,960,1,1.0,0.84615385,1.0,True
1098,116,961,1,1.0,0.82417582,0.97802198,True
1099,125,962,1,1.0,0.83516484,0.97802198,True
1100,123,963,1,1.0,0.81318681,1.0,True
1101,122,964,1,1.0,0.78021978,0.98901099,False
1102,122,218,6,0.1666666667,0.82417582,0.98901099,True
1104,123,965,1,1.0,0.8021978,1.0,True
1105,120,966,1,1.0,0.75824176,0.95604396,False
1106,116,967,1,1.0,0.73626374,1.0,False
1107,125,968,1,1.0,0.8021978,1.0,True
1108,123,969,1,1.0,0.79120879,1.0,False
1109,125,970,1,1.0,0.82417582,1.0,True
1110,129,971,1,1.0,0.83516484,1.0,True
1111,127,972,1,1.0,0.71428571,1.0,False
1112,123,973,1,1.0,0.81318681,1.0,True
1113,126,974,1,1.0,0.81318681,1.0,True
1114,120,975,1,1.0,0.78021978,1.0,False
1115,129,976,1,1.0,0.81318681,1.0,True
1117,128,977,1,1.0,0.76923077,1.0,False
1118,123,978,1,1.0,0.78021978,0.97802198,False
1119,119,979,1,1.0,0.74725275,1.0,False
1120,127,980,1,1.0,0.8021978,0.98901099,True
1122,119,981,2,0.5,0.72527473,1.0,False
1123,132,982,2,0.5,0.76923077,1.0,False
1124,137,983,1,1.0,0.83516484,1.0,True
1125,125,984,1,1.0,0.81318681,1.0,True
1126,128,985,1,1.0,0.74725275,1.0,False
1127,128,986,1,1.0,0.72527473,0.98901099,False
1128,122,987,1,1.0,0.74725275,1.0,False
1129,131,988,1,1.0,0.82417582,1.0,True
1130,126,989,1,1.0,0.83516484,1.0,True
1131,128,990,1,1.0,0.8021978,1.0,True
1132,123,991,1,1.0,0.75824176,1.0,False
1133,118,992,1,1.0,0.87912088,0.98901099,True
1134,124,993,1,1.0,0.68131868,1.0,False
1136,119,994,1,1.0,0.7032967,0.98901099,False
1137,131,995,1,1.0,0.75824176,1.0,False
1138,127,996,1,1.0,0.85714286,1.0,True
1139,122,997,1,1.0,0.74725275,0.97802198,False
1140,134,998,1,1.0,0.83516484,0.98901099,True
1141,118,112,14,0.0714285714,0.78021978,1.0,False
1143,129,999,1,1.0,0.7173913,0.97802198,False
1144,126,1000,1,1.0,0.79120879,1.0,False
1146,124,1001,1,1.0,0.83516484,1.0,True
1147,138,1002,1,1.0,0.83516484,1.0,True
1148,118,1003,1,1.0,0.76923077,0.97802198,False
1149,128,1004,1,1.0,0.83516484,1.0,True
1151,129,1005,1,1.0,0.82417582,1.0,True
1152,123,1006,1,1.0,0.84615385,0.98901099,True
1153,129,1007,1,1.0,0.69230769,1.0,False
1154,127,1008,1,1.0,0.74725275,0.98901099,False
1156,129,1009,1,1.0,0.73913043,0.98901099,False
1157,123,1010,1,1.0,0.78021978,0.98901099,False
1158,130,1011,1,1.0,0.78021978,1.0,False
1159,131,91,6,0.1666666667,0.65934066,1.0,False
1160,123,1012,1,1.0,0.83516484,0.97802198,True
1161,125,1013,1,1.0,0.86813187,1.0,True
1162,124,1014,1,1.0,0.79120879,1.0,False
1163,126,1015,1,1.0,0.79120879,1.0,False
1164,125,1016,1,1.0,0.81318681,0.98901099,True
1165,129,1017,1,1.0,0.75824176,0.97802198,False
1166,130,1018,1,1.0,0.87912088,1.0,True
1167,123,1019,1,1.0,0.82417582,1.0,True
1168,128,1020,1,1.0,0.69892473,0.98901099,False
1169,122,1021,1,1.0,0.84615385,1.0,True
1170,125,1022,1,1.0,0.84615385,1.0,True
1171,131,91,6,0.1666666667,0.69230769,1.0,False
1172,133,1023,1,1.0,0.81318681,1.0,True
1173,121,478,6,0.1666666667,0.71428571,1.0,False
1174,132,1024,1,1.0,0.79120879,1.0,False
1175,127,1025,1,1.0,0.75824176,1.0,False
1176,136,1026,1,1.0,0.76923077,1.0,False
1177,127,1027,1,1.0,0.76923077,1.0,False
1178,134,1028,1,1.0,0.69791667,1.0,False
1181,131,1029,1,1.0,0.75824176,1.0,False
1182,131,1030,1,1.0,0.83516484,1.0,True
1183,129,1031,1,1.0,0.86813187,1.0,True
1184,126,1032,1,1.0,0.89010989,1.0,True
1185,119,1033,1,1.0,0.85714286,0.98901099,True
1186,126,1034,1,1.0,0.79120879,1.0,False
1187,133,1035,1,1.0,0.82417582,1.0,True
1188,123,1036,1,1.0,0.76923077,1.0,False
1189,123,1037,1,1.0,0.78021978,0.97802198,False
1190,127,1038,1,1.0,0.78021978,0.97802198,False
1191,128,1039,1,1.0,0.75824176,1.0,False
1192,133,1040,1,1.0,0.68131868,1.0,False
1193,130,1041,1,1.0,0.8021978,1.0,True
1194,127,1042,1,1.0,0.8021978,1.0,True
1195,116,23,84,0.0119047619,0.74725275,0.98901099,False
1196,121,1043,1,1.0,0.69230769,0.98901099,False
1197,130,1044,1,1.0,0.75824176,1.0,False
1198,124,1045,1,1.0,0.7826087,1.0,False
1199,124,1046,1,1.0,0.85714286,1.0,True
1200,116,1047,1,1.0,0.76923077,0.98901099,False
1201,117,23,84,0.0119047619,0.72527473,1.0,False
1202,126,1048,1,1.0,0.81318681,0.98901099,True
